Id,task_1,task_2
cell_images_full/test/parasitized/C51AP12thinF_IMG_20150724_161126_cell_117.png,1,0
cell_images_full/test/parasitized/C51AP12thinF_IMG_20150724_161126_cell_118.png,1,0
cell_images_full/test/parasitized/C51AP12thinF_IMG_20150724_161126_cell_119.png,1,0
cell_images_full/test/parasitized/C51AP12thinF_IMG_20150724_161126_cell_120.png,1,0
cell_images_full/test/parasitized/C51AP12thinF_IMG_20150724_161126_cell_121.png,1,0
cell_images_full/test/parasitized/C51AP12thinF_IMG_20150724_161126_cell_122.png,1,0
cell_images_full/test/parasitized/C51AP12thinF_IMG_20150724_161126_cell_123.png,1,0
cell_images_full/test/parasitized/C51AP12thinF_IMG_20150724_161126_cell_124.png,1,0
cell_images_full/test/parasitized/C51AP12thinF_IMG_20150724_161126_cell_125.png,1,0
cell_images_full/test/parasitized/C51AP12thinF_IMG_20150724_162636_cell_77.png,1,0
cell_images_full/test/parasitized/C51AP12thinF_IMG_20150724_162636_cell_78.png,1,0
cell_images_full/test/parasitized/C51AP12thinF_IMG_20150724_162636_cell_79.png,1,0
cell_images_full/test/parasitized/C51AP12thinF_IMG_20150724_162636_cell_80.png,1,0
cell_images_full/test/parasitized/C51AP12thinF_IMG_20150724_162636_cell_81.png,1,0
cell_images_full/test/parasitized/C51AP12thinF_IMG_20150724_162636_cell_82.png,1,0
cell_images_full/test/parasitized/C51AP12thinF_IMG_20150724_162636_cell_83.png,1,0
cell_images_full/test/parasitized/C51AP12thinF_IMG_20150724_162636_cell_84.png,1,0
cell_images_full/test/parasitized/C51AP12thinF_IMG_20150724_162636_cell_85.png,1,0
cell_images_full/test/parasitized/C51AP12thinF_IMG_20150724_162636_cell_86.png,1,0
cell_images_full/test/parasitized/C51AP12thinF_IMG_20150724_162636_cell_87.png,1,0
cell_images_full/test/parasitized/C51AP12thinF_IMG_20150724_162636_cell_88.png,1,0
cell_images_full/test/parasitized/C51AP12thinF_IMG_20150724_162636_cell_89.png,1,0
cell_images_full/test/parasitized/C51AP12thinF_IMG_20150724_162636_cell_90.png,1,0
cell_images_full/test/parasitized/C51AP12thinF_IMG_20150724_162636_cell_91.png,1,0
cell_images_full/test/parasitized/C51AP12thinF_IMG_20150724_162636_cell_92.png,1,0
cell_images_full/test/parasitized/C51AP12thinF_IMG_20150724_162636_cell_93.png,1,0
cell_images_full/test/parasitized/C51AP12thinF_IMG_20150724_162636_cell_94.png,1,0
cell_images_full/test/parasitized/C51AP12thinF_IMG_20150724_162636_cell_95.png,1,0
cell_images_full/test/parasitized/C52P13thinF_IMG_20150725_123938_cell_191.png,1,0
cell_images_full/test/parasitized/C52P13thinF_IMG_20150725_123938_cell_192.png,1,0
cell_images_full/test/parasitized/C52P13thinF_IMG_20150725_123938_cell_193.png,1,0
cell_images_full/test/parasitized/C52P13thinF_IMG_20150725_123938_cell_194.png,1,0
cell_images_full/test/parasitized/C52P13thinF_IMG_20150725_123938_cell_195.png,1,0
cell_images_full/test/parasitized/C52P13thinF_IMG_20150725_123938_cell_196.png,1,0
cell_images_full/test/parasitized/C52P13thinF_IMG_20150725_124606_cell_157.png,1,0
cell_images_full/test/parasitized/C52P13thinF_IMG_20150725_124606_cell_158.png,1,0
cell_images_full/test/parasitized/C52P13thinF_IMG_20150725_124606_cell_159.png,1,0
cell_images_full/test/parasitized/C52P13thinF_IMG_20150725_124606_cell_160.png,1,0
cell_images_full/test/parasitized/C52P13thinF_IMG_20150725_124606_cell_161.png,1,0
cell_images_full/test/parasitized/C52P13thinF_IMG_20150725_124606_cell_162.png,1,0
cell_images_full/test/parasitized/C52P13thinF_IMG_20150725_124606_cell_163.png,1,0
cell_images_full/test/parasitized/C52P13thinF_IMG_20150725_124830_cell_173.png,1,0
cell_images_full/test/parasitized/C52P13thinF_IMG_20150725_124830_cell_174.png,1,0
cell_images_full/test/parasitized/C52P13thinF_IMG_20150725_124830_cell_175.png,1,0
cell_images_full/test/parasitized/C52P13thinF_IMG_20150725_124830_cell_176.png,1,0
cell_images_full/test/parasitized/C52P13thinF_IMG_20150725_124830_cell_177.png,1,0
cell_images_full/test/parasitized/C52P13thinF_IMG_20150725_125213_cell_167.png,1,0
cell_images_full/test/parasitized/C52P13thinF_IMG_20150725_125213_cell_168.png,1,0
cell_images_full/test/parasitized/C52P13thinF_IMG_20150725_125213_cell_169.png,1,0
cell_images_full/test/parasitized/C52P13thinF_IMG_20150725_125213_cell_170.png,1,0
cell_images_full/test/parasitized/C52P13thinF_IMG_20150725_125213_cell_171.png,1,0
cell_images_full/test/parasitized/C52P13thinF_IMG_20150725_125847_cell_166.png,1,0
cell_images_full/test/parasitized/C52P13thinF_IMG_20150725_125847_cell_167.png,1,0
cell_images_full/test/parasitized/C52P13thinF_IMG_20150725_125847_cell_168.png,1,0
cell_images_full/test/parasitized/C52P13thinF_IMG_20150725_125847_cell_169.png,1,0
cell_images_full/test/parasitized/C52P13thinF_IMG_20150725_125847_cell_170.png,1,0
cell_images_full/test/parasitized/C52P13thinF_IMG_20150725_125847_cell_171.png,1,0
cell_images_full/test/parasitized/C52P13thinF_IMG_20150725_125847_cell_172.png,1,0
cell_images_full/test/parasitized/C52P13thinF_IMG_20150725_130013_cell_188.png,1,0
cell_images_full/test/parasitized/C52P13thinF_IMG_20150725_130013_cell_189.png,1,0
cell_images_full/test/parasitized/C52P13thinF_IMG_20150725_130013_cell_190.png,1,0
cell_images_full/test/parasitized/C52P13thinF_IMG_20150725_130013_cell_191.png,1,0
cell_images_full/test/parasitized/C52P13thinF_IMG_20150725_130013_cell_192.png,1,0
cell_images_full/test/parasitized/C52P13thinF_IMG_20150725_130013_cell_193.png,1,0
cell_images_full/test/parasitized/C52P13thinF_IMG_20150725_130013_cell_194.png,1,0
cell_images_full/test/parasitized/C53P14thinF_IMG_20150726_114918_cell_176.png,1,0
cell_images_full/test/parasitized/C53P14thinF_IMG_20150726_114918_cell_177.png,1,0
cell_images_full/test/parasitized/C53P14thinF_IMG_20150726_120600_cell_132.png,1,0
cell_images_full/test/parasitized/C54P15thinF_IMG_20150728_102017_cell_213.png,1,0
cell_images_full/test/parasitized/C54P15thinF_IMG_20150728_105949_cell_241.png,1,0
cell_images_full/test/parasitized/C54P15thinF_IMG_20150728_105949_cell_242.png,1,0
cell_images_full/test/parasitized/C54P15thinF_IMG_20150728_105949_cell_243.png,1,0
cell_images_full/test/parasitized/C54P15thinF_IMG_20150728_112832_cell_251.png,1,0
cell_images_full/test/parasitized/C54P15thinF_IMG_20150728_113006_cell_248.png,1,0
cell_images_full/test/parasitized/C55P16thinF_IMG_20150728_121151_cell_114.png,1,0
cell_images_full/test/parasitized/C55P16thinF_IMG_20150728_121151_cell_115.png,1,0
cell_images_full/test/parasitized/C55P16thinF_IMG_20150728_123237_cell_205.png,1,0
cell_images_full/test/parasitized/C55P16thinF_IMG_20150728_124508_cell_203.png,1,0
cell_images_full/test/parasitized/C56P17thinF_IMG_20150728_151330_cell_119.png,1,0
cell_images_full/test/parasitized/C56P17thinF_IMG_20150728_151330_cell_120.png,1,0
cell_images_full/test/parasitized/C56P17thinF_IMG_20150728_151330_cell_121.png,1,0
cell_images_full/test/parasitized/C56P17thinF_IMG_20150728_151330_cell_122.png,1,0
cell_images_full/test/parasitized/C56P17thinF_IMG_20150728_153328_cell_105.png,1,0
cell_images_full/test/parasitized/C56P17thinF_IMG_20150728_153328_cell_106.png,1,0
cell_images_full/test/parasitized/C56P17thinF_IMG_20150728_153413_cell_114.png,1,0
cell_images_full/test/parasitized/C56P17thinF_IMG_20150728_155921_cell_111.png,1,0
cell_images_full/test/parasitized/C56P17thinF_IMG_20150728_155921_cell_112.png,1,0
cell_images_full/test/parasitized/C56P17thinF_IMG_20150728_155921_cell_113.png,1,0
cell_images_full/test/parasitized/C56P17thinF_IMG_20150728_160256_cell_122.png,1,0
cell_images_full/test/parasitized/C56P17thinF_IMG_20150728_160438_cell_121.png,1,0
cell_images_full/test/parasitized/C56P17thinF_IMG_20150728_160537_cell_152.png,1,0
cell_images_full/test/parasitized/C56P17thinF_IMG_20150728_160537_cell_153.png,1,0
cell_images_full/test/parasitized/C56P17thinF_IMG_20150728_160623_cell_145.png,1,0
cell_images_full/test/parasitized/C56P17thinF_IMG_20150728_160623_cell_146.png,1,0
cell_images_full/test/parasitized/C56P17thinF_IMG_20150728_160623_cell_147.png,1,0
cell_images_full/test/parasitized/C57P18thinF_IMG_20150729_110134_cell_209.png,1,0
cell_images_full/test/parasitized/C57P18thinF_IMG_20150729_110305_cell_221.png,1,0
cell_images_full/test/parasitized/C57P18thinF_IMG_20150729_110305_cell_222.png,1,0
cell_images_full/test/parasitized/C57P18thinF_IMG_20150729_110457_cell_238.png,1,0
cell_images_full/test/parasitized/C57P18thinF_IMG_20150729_111518_cell_253.png,1,0
cell_images_full/test/parasitized/C58P19thinF_IMG_20150802_122338_cell_166.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111244_cell_165.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111244_cell_166.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111244_cell_167.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111244_cell_168.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111244_cell_169.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111244_cell_170.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111244_cell_171.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111244_cell_172.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111244_cell_173.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111244_cell_174.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111244_cell_175.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111244_cell_176.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111244_cell_177.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111244_cell_178.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111244_cell_179.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111244_cell_180.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111244_cell_181.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111244_cell_182.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111244_cell_183.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111244_cell_184.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111244_cell_185.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111244_cell_186.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111244_cell_187.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111244_cell_188.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111244_cell_189.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111244_cell_190.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111244_cell_191.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111244_cell_192.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111244_cell_193.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111244_cell_194.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111244_cell_195.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111244_cell_196.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111244_cell_197.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111244_cell_198.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111244_cell_199.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111244_cell_200.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111244_cell_201.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111244_cell_202.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111244_cell_203.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111244_cell_204.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111244_cell_205.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111244_cell_206.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111333_cell_136.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111333_cell_137.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111333_cell_138.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111333_cell_139.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111333_cell_140.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111333_cell_141.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111333_cell_142.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111333_cell_143.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111333_cell_144.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111333_cell_145.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111333_cell_146.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111333_cell_147.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111333_cell_148.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111333_cell_149.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111333_cell_150.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111333_cell_151.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111333_cell_152.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111333_cell_153.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111333_cell_154.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111333_cell_155.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111333_cell_156.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111333_cell_157.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111333_cell_158.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111333_cell_159.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111333_cell_160.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111333_cell_161.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111333_cell_162.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111333_cell_163.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111333_cell_164.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111333_cell_165.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111333_cell_166.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111333_cell_167.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111333_cell_168.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111333_cell_169.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111333_cell_170.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111333_cell_171.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111333_cell_172.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111333_cell_173.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111333_cell_174.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111333_cell_175.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111333_cell_176.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111333_cell_177.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111333_cell_178.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111333_cell_179.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111333_cell_180.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111333_cell_181.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111333_cell_182.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_111333_cell_183.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112733_cell_165.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112733_cell_166.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112733_cell_167.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112733_cell_168.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112733_cell_169.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112733_cell_170.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112733_cell_171.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112733_cell_172.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112733_cell_173.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112733_cell_174.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112733_cell_175.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112733_cell_176.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112733_cell_177.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112733_cell_178.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112733_cell_179.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112733_cell_180.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112733_cell_181.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112733_cell_182.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112733_cell_183.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112733_cell_184.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112733_cell_185.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112733_cell_186.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112733_cell_187.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112733_cell_188.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112733_cell_189.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112733_cell_190.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112733_cell_191.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112733_cell_192.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112733_cell_193.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112733_cell_194.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112733_cell_195.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112733_cell_196.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112733_cell_197.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112733_cell_198.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112733_cell_199.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112733_cell_200.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112733_cell_201.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112733_cell_202.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112733_cell_203.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112733_cell_204.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112733_cell_205.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112733_cell_206.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112733_cell_207.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112733_cell_208.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112733_cell_209.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112733_cell_210.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112733_cell_211.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112733_cell_212.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112733_cell_213.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112733_cell_214.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112733_cell_215.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112733_cell_216.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112733_cell_217.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112733_cell_218.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112733_cell_219.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112733_cell_220.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112733_cell_221.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112733_cell_222.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112733_cell_223.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112733_cell_224.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112733_cell_225.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112802_cell_149.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112802_cell_150.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112802_cell_151.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112802_cell_152.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112802_cell_153.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112802_cell_154.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112802_cell_155.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112802_cell_156.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112802_cell_157.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112802_cell_158.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112802_cell_159.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112802_cell_160.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112802_cell_161.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112802_cell_162.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112802_cell_163.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112802_cell_164.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112802_cell_165.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112802_cell_166.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112802_cell_167.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112802_cell_168.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112802_cell_169.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112802_cell_170.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112802_cell_171.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112802_cell_172.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112802_cell_173.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112802_cell_174.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112802_cell_175.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112802_cell_176.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112802_cell_177.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112802_cell_178.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112802_cell_179.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112802_cell_180.png,1,0
cell_images_full/test/parasitized/C59P20thinF_IMG_20150803_112802_cell_181.png,1,0
